text,label
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-8130;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-9696;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-5541;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-9797;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-2866;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-2184;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-5510;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-2657;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-6294;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-3148;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-7218;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-6995;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-3663;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-1236;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-3914;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-3485;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-2232;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-5159;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-1908;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-4528;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-5702;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-7653;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-6746;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-6216;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-4736;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-6877;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-9099;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-7291;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-1713;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-2295;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-7668;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-5088;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-6673;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-4947;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-7381;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-6413;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-2162;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-8391;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-2906;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-8691;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-6363;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-3715;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-3341;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-2777;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-5817;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-3635;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-8298;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-4392;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-9608;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-4660;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-9630;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-2063;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-5589;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-1682;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-4227;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-3653;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-8039;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-1477;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-9422;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-3034;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-3882;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-4984;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-1125;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-9788;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-3980;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-2574;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-6525;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-9030;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-2091;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-8035;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-4844;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-3277;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-8492;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-7968;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-2180;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-3414;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-9751;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-4563;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-7839;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-2853;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-4679;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-8015;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-3809;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-4562;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-1848;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-5482;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-7968;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-3197;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-4852;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-1257;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-9634;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-3483;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-8093;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-3610;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-1391;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-5056;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-4465;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-8962;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-2088;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-2457;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-3983;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-3687;",1
"SELECT * FROM products WHERE id = 10 UNION SELECT username, email FROM users --comment-3726;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-9759;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-8327;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-6869;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-2194;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-2858;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-7736;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-4601;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-2246;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-3426;",1
"SELECT * FROM users WHERE id = 1 UNION SELECT username, password FROM admins --comment-6589;",1
"SELECT name FROM employees WHERE id = 1 UNION SELECT card_number, pin FROM credit_cards --comment-6830;",1
